"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"cross","wug","thite",3,"","s0029",196,"nonce.connective",14
"within","pif","jeev",2,"","s0029",196,"nonce.connective",15
"within","moke","dex",1,"","s0029",196,"nonce.connective",16
"within","wug","jeev",3,"","s0029",196,"nonce.connective",17
"within","pif","moke",2,"","s0030",56,"1/3",1
"within","dex","thite",4,"","s0030",56,"1/3",2
"cross","jiv","pif",5,"","s0030",56,"1/3",3
"cross","thite","wug",2,"","s0030",56,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s0030",56,"1/3",5
"cross","dex","moke",4,"","s0030",56,"1/3",6
"within","wug","pif",3,"","s0030",56,"1/3",7
"cross","jiv","moke",3,"","s0030",56,"1/3",8
"cross","thite","pif",4,"","s0030",56,"1/3",9
"cross","dex","wug",5,"","s0030",56,"1/3",10
"cross","thite","moke",2,"","s0030",56,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0030",56,"1/3",12
"cross","jiv","wug",2,"","s0030",56,"1/3",13
"cross","dex","pif",3,"","s0030",56,"1/3",14
"within","thite","jiv",4,"","s0030",56,"1/3",15
"within","wug","moke",4,"","s0030",56,"1/3",16
"within","dex","jiv",5,"","s0030",56,"1/3",17
"within","pif","wug",3,"","s0031",126,"syllables",1
"within","dex","moke",2,"","s0031",126,"syllables",2
"cross","thite","pif",2,"","s0031",126,"syllables",3
"cross","moke","jeev",2,"","s0031",126,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s0031",126,"syllables",5
"cross","dex","wug",3,"","s0031",126,"syllables",6
"within","jeev","pif",2,"","s0031",126,"syllables",7
"cross","thite","wug",2,"","s0031",126,"syllables",8
"cross","moke","pif",2,"","s0031",126,"syllables",9
"cross","dex","jeev",2,"","s0031",126,"syllables",10
"cross","moke","wug",3,"","s0031",126,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s0031",126,"syllables",12
"cross","thite","jeev",3,"","s0031",126,"syllables",13
"cross","dex","pif",3,"","s0031",126,"syllables",14
"within","moke","thite",3,"","s0031",126,"syllables",15
"within","jeev","wug",3,"","s0031",126,"syllables",16
"within","dex","thite",2,"","s0031",126,"syllables",17
"within","jiv","moke",2,"","s0032",392,"0/3",1
"within","thite","pif",2,"","s0032",392,"0/3",2
"cross","dex","jiv",2,"","s0032",392,"0/3",3
"cross","pif","wug",3,"","s0032",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s0032",392,"0/3",5
"cross","thite","moke",3,"","s0032",392,"0/3",6
"within","wug","jiv",2,"","s0032",392,"0/3",7
"cross","dex","moke",4,"","s0032",392,"0/3",8
"cross","pif","jiv",3,"","s0032",392,"0/3",9
"cross","thite","wug",2,"","s0032",392,"0/3",10
"cross","pif","moke",2,"","s0032",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0032",392,"0/3",12
"cross","dex","wug",3,"","s0032",392,"0/3",13
"cross","thite","jiv",4,"","s0032",392,"0/3",14
"within","pif","dex",4,"","s0032",392,"0/3",15
"within","wug","moke",4,"","s0032",392,"0/3",16
"within","thite","dex",2,"","s0032",392,"0/3",17
"within","wug","jeev",4,"","s0033",126,"nonce.connective",1
"within","dex","pif",2,"","s0033",126,"nonce.connective",2
"cross","thite","wug",3,"","s0033",126,"nonce.connective",3
"cross","pif","moke",5,"","s0033",126,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0033",126,"nonce.connective",5
"cross","dex","jeev",4,"","s0033",126,"nonce.connective",6
"within","moke","wug",3,"","s0033",126,"nonce.connective",7
"cross","thite","jeev",4,"","s0033",126,"nonce.connective",8
"cross","pif","wug",3,"","s0033",126,"nonce.connective",9
"cross","dex","moke",4,"","s0033",126,"nonce.connective",10
"cross","pif","jeev",2,"","s0033",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0033",126,"nonce.connective",12
"cross","thite","moke",2,"","s0033",126,"nonce.connective",13
"cross","dex","wug",3,"","s0033",126,"nonce.connective",14
"within","pif","thite",3,"","s0033",126,"nonce.connective",15
"within","moke","jeev",2,"","s0033",126,"nonce.connective",16
"within","dex","thite",3,"","s0033",126,"nonce.connective",17
"within","pif","moke",3,"","s0034",392,"semantic.baseline",1
"within","dex","wug",4,"","s0034",392,"semantic.baseline",2
"cross","thite","pif",2,"","s0034",392,"semantic.baseline",3
"cross","wug","jiv",5,"","s0034",392,"semantic.baseline",4
"catch",NA,NA,4,"How much is five minus two?","s0034",392,"semantic.baseline",5
"cross","dex","moke",2,"","s0034",392,"semantic.baseline",6
"within","jiv","pif",3,"","s0034",392,"semantic.baseline",7
"cross","thite","moke",1,"","s0034",392,"semantic.baseline",8
"cross","wug","pif",2,"","s0034",392,"semantic.baseline",9
"cross","dex","jiv",4,"","s0034",392,"semantic.baseline",10
"cross","wug","moke",1,"","s0034",392,"semantic.baseline",11
"catch",NA,NA,3,"How much is one plus zero?","s0034",392,"semantic.baseline",12
"cross","thite","jiv",2,"","s0034",392,"semantic.baseline",13
"cross","dex","pif",4,"","s0034",392,"semantic.baseline",14
"within","wug","thite",1,"","s0034",392,"semantic.baseline",15
"within","jiv","moke",5,"","s0034",392,"semantic.baseline",16
"within","dex","thite",3,"","s0034",392,"semantic.baseline",17
"within","thite","jeev",2,"","s0035",126,"nonce.connective",1
"within","dex","moke",4,"","s0035",126,"nonce.connective",2
"cross","pif","thite",3,"","s0035",126,"nonce.connective",3
"cross","moke","wug",1,"","s0035",126,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0035",126,"nonce.connective",5
"cross","dex","jeev",5,"","s0035",126,"nonce.connective",6
"within","wug","thite",2,"","s0035",126,"nonce.connective",7
"cross","pif","jeev",4,"","s0035",126,"nonce.connective",8
"cross","moke","thite",1,"","s0035",126,"nonce.connective",9
"cross","dex","wug",2,"","s0035",126,"nonce.connective",10
"cross","moke","jeev",5,"","s0035",126,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0035",126,"nonce.connective",12
"cross","pif","wug",2,"","s0035",126,"nonce.connective",13
"cross","dex","thite",5,"","s0035",126,"nonce.connective",14
"within","moke","pif",4,"","s0035",126,"nonce.connective",15
"within","wug","jeev",5,"","s0035",126,"nonce.connective",16
"within","dex","pif",2,"","s0035",126,"nonce.connective",17
"within","moke","wug",2,"","s0036",392,"nonce.connective",1
"within","pif","jeev",4,"","s0036",392,"nonce.connective",2
"cross","dex","moke",1,"","s0036",392,"nonce.connective",3
"cross","jeev","thite",1,"","s0036",392,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0036",392,"nonce.connective",5
"cross","pif","wug",3,"","s0036",392,"nonce.connective",6
"within","thite","moke",4,"","s0036",392,"nonce.connective",7
"cross","dex","wug",3,"","s0036",392,"nonce.connective",8
"cross","jeev","moke",1,"","s0036",392,"nonce.connective",9
"cross","pif","thite",1,"","s0036",392,"nonce.connective",10
"cross","jeev","wug",2,"","s0036",392,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0036",392,"nonce.connective",12
"cross","dex","thite",1,"","s0036",392,"nonce.connective",13
"cross","pif","moke",1,"","s0036",392,"nonce.connective",14
"within","jeev","dex",2,"","s0036",392,"nonce.connective",15
"within","thite","wug",1,"","s0036",392,"nonce.connective",16
"within","pif","dex",2,"","s0036",392,"nonce.connective",17
"within","thite","dex",2,"","s0037",126,"syllables",1
"within","moke","jeev",2,"","s0037",126,"syllables",2
"cross","pif","thite",3,"","s0037",126,"syllables",3
"cross","jeev","wug",1,"","s0037",126,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s0037",126,"syllables",5
"cross","moke","dex",1,"","s0037",126,"syllables",6
"within","wug","thite",4,"","s0037",126,"syllables",7
"cross","pif","dex",4,"","s0037",126,"syllables",8
"cross","jeev","thite",5,"","s0037",126,"syllables",9
"cross","moke","wug",5,"","s0037",126,"syllables",10
"cross","jeev","dex",2,"","s0037",126,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s0037",126,"syllables",12
"cross","pif","wug",2,"","s0037",126,"syllables",13
"cross","moke","thite",2,"","s0037",126,"syllables",14
"within","jeev","pif",2,"","s0037",126,"syllables",15
"within","wug","dex",2,"","s0037",126,"syllables",16
"within","moke","pif",1,"","s0037",126,"syllables",17
"within","wug","thite",1,"","s0038",196,"onset",1
"within","pif","dex",2,"","s0038",196,"onset",2
"cross","moke","wug",3,"","s0038",196,"onset",3
"cross","dex","jiv",2,"","s0038",196,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s0038",196,"onset",5
"cross","pif","thite",2,"","s0038",196,"onset",6
"within","jiv","wug",3,"","s0038",196,"onset",7
"cross","moke","thite",1,"","s0038",196,"onset",8
"cross","dex","wug",1,"","s0038",196,"onset",9
"cross","pif","jiv",4,"","s0038",196,"onset",10
"cross","dex","thite",1,"","s0038",196,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s0038",196,"onset",12
"cross","moke","jiv",1,"","s0038",196,"onset",13
"cross","pif","wug",1,"","s0038",196,"onset",14
"within","dex","moke",1,"","s0038",196,"onset",15
"within","jiv","thite",2,"","s0038",196,"onset",16
"within","pif","moke",1,"","s0038",196,"onset",17
"within","jeev","dex",5,"","s0039",126,"syllables",1
"within","wug","pif",2,"","s0039",126,"syllables",2
"cross","thite","jeev",1,"","s0039",126,"syllables",3
"cross","pif","moke",1,"","s0039",126,"syllables",4
"catch",NA,NA,2,"How much is five minus two?","s0039",126,"syllables",5
"cross","wug","dex",3,"","s0039",126,"syllables",6
"within","moke","jeev",5,"","s0039",126,"syllables",7
"cross","thite","dex",3,"","s0039",126,"syllables",8
"cross","pif","jeev",3,"","s0039",126,"syllables",9
"cross","wug","moke",3,"","s0039",126,"syllables",10
"cross","pif","dex",4,"","s0039",126,"syllables",11
"catch",NA,NA,4,"How much is one plus zero?","s0039",126,"syllables",12
"cross","thite","moke",3,"","s0039",126,"syllables",13
"cross","wug","jeev",2,"","s0039",126,"syllables",14
"within","pif","thite",4,"","s0039",126,"syllables",15
"within","moke","dex",3,"","s0039",126,"syllables",16
"within","wug","thite",3,"","s0039",126,"syllables",17
"within","dex","pif",4,"","s0040",392,"onset",1
"within","moke","thite",2,"","s0040",392,"onset",2
"cross","jiv","dex",5,"","s0040",392,"onset",3
"cross","thite","wug",4,"","s0040",392,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s0040",392,"onset",5
"cross","moke","pif",3,"","s0040",392,"onset",6
"within","wug","dex",4,"","s0040",392,"onset",7
"cross","jiv","pif",4,"","s0040",392,"onset",8
"cross","thite","dex",2,"","s0040",392,"onset",9
"cross","moke","wug",2,"","s0040",392,"onset",10
"cross","thite","pif",4,"","s0040",392,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s0040",392,"onset",12
"cross","jiv","wug",2,"","s0040",392,"onset",13
"cross","moke","dex",3,"","s0040",392,"onset",14
"within","thite","jiv",4,"","s0040",392,"onset",15
"within","wug","pif",4,"","s0040",392,"onset",16
"within","moke","jiv",4,"","s0040",392,"onset",17
"within","wug","thite",4,"","s0041",392,"nonce.connective",1
"within","dex","pif",4,"","s0041",392,"nonce.connective",2
"cross","jeev","wug",4,"","s0041",392,"nonce.connective",3
"cross","pif","moke",4,"","s0041",392,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0041",392,"nonce.connective",5
"cross","dex","thite",4,"","s0041",392,"nonce.connective",6
"within","moke","wug",4,"","s0041",392,"nonce.connective",7
"cross","jeev","thite",4,"","s0041",392,"nonce.connective",8
"cross","pif","wug",4,"","s0041",392,"nonce.connective",9
"cross","dex","moke",4,"","s0041",392,"nonce.connective",10
"cross","pif","thite",4,"","s0041",392,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0041",392,"nonce.connective",12
"cross","jeev","moke",4,"","s0041",392,"nonce.connective",13
"cross","dex","wug",4,"","s0041",392,"nonce.connective",14
"within","pif","jeev",4,"","s0041",392,"nonce.connective",15
"within","moke","thite",4,"","s0041",392,"nonce.connective",16
"within","dex","jeev",4,"","s0041",392,"nonce.connective",17
"within","wug","pif",4,"","s0042",196,"nonce.connective",1
"within","moke","thite",1,"","s0042",196,"nonce.connective",2
"cross","dex","wug",3,"","s0042",196,"nonce.connective",3
"cross","thite","jeev",4,"","s0042",196,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0042",196,"nonce.connective",5
"cross","moke","pif",5,"","s0042",196,"nonce.connective",6
"within","jeev","wug",5,"","s0042",196,"nonce.connective",7
"cross","dex","pif",2,"","s0042",196,"nonce.connective",8
"cross","thite","wug",2,"","s0042",196,"nonce.connective",9
"cross","moke","jeev",5,"","s0042",196,"nonce.connective",10
"cross","thite","pif",5,"","s0042",196,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0042",196,"nonce.connective",12
"cross","dex","jeev",2,"","s0042",196,"nonce.connective",13
"cross","moke","wug",5,"","s0042",196,"nonce.connective",14
"within","thite","dex",1,"","s0042",196,"nonce.connective",15
"within","jeev","pif",4,"","s0042",196,"nonce.connective",16
"within","moke","dex",5,"","s0042",196,"nonce.connective",17
"within","thite","pif",4,"","s0043",392,"rime",1
"within","moke","wug",2,"","s0043",392,"rime",2
"cross","jeev","thite",2,"","s0043",392,"rime",3
"cross","wug","dex",2,"","s0043",392,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s0043",392,"rime",5
"cross","moke","pif",2,"","s0043",392,"rime",6
"within","dex","thite",2,"","s0043",392,"rime",7
"cross","jeev","pif",4,"","s0043",392,"rime",8
"cross","wug","thite",2,"","s0043",392,"rime",9
"cross","moke","dex",3,"","s0043",392,"rime",10
"cross","wug","pif",1,"","s0043",392,"rime",11
"catch",NA,NA,4,"How much is one plus zero?","s0043",392,"rime",12
"cross","jeev","dex",2,"","s0043",392,"rime",13
"cross","moke","thite",4,"","s0043",392,"rime",14
"within","wug","jeev",2,"","s0043",392,"rime",15
"within","dex","pif",1,"","s0043",392,"rime",16
"within","moke","jeev",1,"","s0043",392,"rime",17
"within","wug","thite",2,"","s0044",56,"3/3",1
"within","dex","jiv",3,"","s0044",56,"3/3",2
"cross","moke","wug",4,"","s0044",56,"3/3",3
"cross","jiv","pif",5,"","s0044",56,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s0044",56,"3/3",5
"cross","dex","thite",2,"","s0044",56,"3/3",6
"within","pif","wug",4,"","s0044",56,"3/3",7
"cross","moke","thite",4,"","s0044",56,"3/3",8
"cross","jiv","wug",1,"","s0044",56,"3/3",9
"cross","dex","pif",2,"","s0044",56,"3/3",10
"cross","jiv","thite",3,"","s0044",56,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0044",56,"3/3",12
"cross","moke","pif",2,"","s0044",56,"3/3",13
"cross","dex","wug",4,"","s0044",56,"3/3",14
"within","jiv","moke",4,"","s0044",56,"3/3",15
"within","pif","thite",2,"","s0044",56,"3/3",16
"within","dex","moke",3,"","s0044",56,"3/3",17
"within","pif","jiv",3,"","s0045",196,"0/3",1
"within","thite","dex",2,"","s0045",196,"0/3",2
"cross","wug","pif",2,"","s0045",196,"0/3",3
"cross","dex","moke",4,"","s0045",196,"0/3",4
"cross","thite","jiv",2,"","s0045",196,"0/3",5
"within","moke","pif",3,"","s0045",196,"0/3",6
"cross","wug","jiv",2,"","s0045",196,"0/3",7
"cross","dex","pif",3,"","s0045",196,"0/3",8
"cross","thite","moke",4,"","s0045",196,"0/3",9
"cross","dex","jiv",2,"","s0045",196,"0/3",10
"cross","wug","moke",3,"","s0045",196,"0/3",11
"cross","thite","pif",2,"","s0045",196,"0/3",12
"within","dex","wug",3,"","s0045",196,"0/3",13
"within","moke","jiv",4,"","s0045",196,"0/3",14
"within","thite","wug",3,"","s0045",196,"0/3",15
"within","pif","thite",2,"","s0046",392,"0/3",1
"within","jiv","moke",1,"","s0046",392,"0/3",2
"cross","wug","pif",1,"","s0046",392,"0/3",3
"cross","moke","dex",1,"","s0046",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s0046",392,"0/3",5
"cross","jiv","thite",1,"","s0046",392,"0/3",6
"within","dex","pif",5,"","s0046",392,"0/3",7
"cross","wug","thite",4,"","s0046",392,"0/3",8
"cross","moke","pif",5,"","s0046",392,"0/3",9
"cross","jiv","dex",5,"","s0046",392,"0/3",10
"cross","moke","thite",1,"","s0046",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0046",392,"0/3",12
"cross","wug","dex",5,"","s0046",392,"0/3",13
"cross","jiv","pif",3,"","s0046",392,"0/3",14
"within","moke","wug",5,"","s0046",392,"0/3",15
"within","dex","thite",2,"","s0046",392,"0/3",16
"within","jiv","wug",4,"","s0046",392,"0/3",17
"within","pif","jeev",2,"","s0047",56,"3/3",1
"within","moke","thite",1,"","s0047",56,"3/3",2
"cross","wug","pif",1,"","s0047",56,"3/3",3
"cross","thite","dex",2,"","s0047",56,"3/3",4
"catch",NA,NA,1,"How much is five minus two?","s0047",56,"3/3",5
"cross","moke","jeev",1,"","s0047",56,"3/3",6
"within","dex","pif",1,"","s0047",56,"3/3",7
"cross","wug","jeev",1,"","s0047",56,"3/3",8
"cross","thite","pif",1,"","s0047",56,"3/3",9
"cross","moke","dex",1,"","s0047",56,"3/3",10
"cross","thite","jeev",1,"","s0047",56,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0047",56,"3/3",12
"cross","wug","dex",1,"","s0047",56,"3/3",13
"cross","moke","pif",1,"","s0047",56,"3/3",14
"within","thite","wug",1,"","s0047",56,"3/3",15
"within","dex","jeev",1,"","s0047",56,"3/3",16
"within","moke","wug",1,"","s0047",56,"3/3",17
"within","wug","dex",1,"","s0048",196,"3/3",1
"within","pif","moke",3,"","s0048",196,"3/3",2
"cross","jeev","wug",1,"","s0048",196,"3/3",3
"cross","moke","thite",4,"","s0048",196,"3/3",4
"catch",NA,NA,5,"How much is five minus two?","s0048",196,"3/3",5
"cross","pif","dex",3,"","s0048",196,"3/3",6
"within","thite","wug",1,"","s0048",196,"3/3",7
"cross","jeev","dex",4,"","s0048",196,"3/3",8
"cross","moke","wug",3,"","s0048",196,"3/3",9
"cross","pif","thite",3,"","s0048",196,"3/3",10
"cross","moke","dex",5,"","s0048",196,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0048",196,"3/3",12
"cross","jeev","thite",4,"","s0048",196,"3/3",13
"cross","pif","wug",4,"","s0048",196,"3/3",14
"within","moke","jeev",4,"","s0048",196,"3/3",15
"within","thite","dex",3,"","s0048",196,"3/3",16
"within","pif","jeev",2,"","s0048",196,"3/3",17
"within","thite","dex",1,"","s0049",392,"nonce.connective",1
"within","jeev","pif",1,"","s0049",392,"nonce.connective",2
"cross","moke","thite",1,"","s0049",392,"nonce.connective",3
"cross","pif","wug",2,"","s0049",392,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0049",392,"nonce.connective",5
"cross","jeev","dex",2,"","s0049",392,"nonce.connective",6
"within","wug","thite",1,"","s0049",392,"nonce.connective",7
"cross","moke","dex",1,"","s0049",392,"nonce.connective",8
"cross","pif","thite",1,"","s0049",392,"nonce.connective",9
"cross","jeev","wug",1,"","s0049",392,"nonce.connective",10
"cross","pif","dex",1,"","s0049",392,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0049",392,"nonce.connective",12
"cross","moke","wug",1,"","s0049",392,"nonce.connective",13
"cross","jeev","thite",1,"","s0049",392,"nonce.connective",14
"within","pif","moke",1,"","s0049",392,"nonce.connective",15
"within","wug","dex",1,"","s0049",392,"nonce.connective",16
"within","jeev","moke",1,"","s0049",392,"nonce.connective",17
"within","dex","wug",1,"","s0050",196,"rime",1
"within","pif","moke",1,"","s0050",196,"rime",2
"cross","thite","dex",2,"","s0050",196,"rime",3
"cross","moke","jeev",2,"","s0050",196,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s0050",196,"rime",5
"cross","pif","wug",4,"","s0050",196,"rime",6
"within","jeev","dex",2,"","s0050",196,"rime",7
