"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"mouse","bicycle",1,"t2","bicycle",1,"s0063",56,"2/3","thite"
"goldfish","boat",0,"t1","boat",0,"s0063",56,"2/3","jiv"
"bear","plane",1,"t2","bear",0,"s0063",56,"2/3","wug"
"sheep","van",0,"t1","sheep",1,"s0063",56,"2/3","dex"
"mouse","motorcycle",1,"t1","mouse",1,"s0064",126,"2/3","jiv"
"goldfish","van",1,"t2","van",1,"s0064",126,"2/3","wug"
"sheep","boat",0,"t2","boat",1,"s0064",126,"2/3","pif"
"bear","bicycle",0,"t1","bear",1,"s0064",126,"2/3","thite"
"rabbit","train",1,"t1","rabbit",1,"s0064",126,"2/3","dex"
"horse","plane",0,"t2","horse",0,"s0064",126,"2/3","moke"
"horse","train",0,"t2","horse",0,"s0065",56,"rime","moke"
"sheep","motorcycle",0,"t1","sheep",1,"s0065",56,"rime","pif"
"goldfish","bicycle",0,"t1","bicycle",0,"s0065",56,"rime","jeev"
"rabbit","plane",1,"t2","rabbit",0,"s0065",56,"rime","dex"
"bear","van",1,"t1","van",0,"s0065",56,"rime","thite"
"mouse","boat",1,"t2","mouse",0,"s0065",56,"rime","wug"
"mouse","motorcycle",0,"t2","mouse",0,"s0066",56,"semantic.baseline","moke"
"bear","train",0,"t1","bear",1,"s0066",56,"semantic.baseline","thite"
"sheep","bicycle",1,"t1","sheep",1,"s0066",56,"semantic.baseline","pif"
"goldfish","plane",1,"t1","goldfish",1,"s0066",56,"semantic.baseline","jiv"
"horse","van",1,"t2","horse",0,"s0066",56,"semantic.baseline","wug"
"rabbit","boat",0,"t2","rabbit",0,"s0066",56,"semantic.baseline","dex"
"goldfish","train",1,"t2","goldfish",0,"s0067",392,"rime","jeev"
"sheep","bicycle",1,"t1","sheep",1,"s0067",392,"rime","wug"
"rabbit","plane",1,"t2","plane",1,"s0067",392,"rime","pif"
"bear","motorcycle",0,"t1","motorcycle",0,"s0067",392,"rime","thite"
"mouse","boat",0,"t2","mouse",0,"s0067",392,"rime","moke"
"horse","van",0,"t1","van",0,"s0067",392,"rime","dex"
"mouse","train",1,"t2","mouse",0,"s0068",56,"0/3","pif"
"rabbit","boat",0,"t1","rabbit",1,"s0068",56,"0/3","dex"
"bear","motorcycle",1,"t1","motorcycle",0,"s0068",56,"0/3","wug"
"sheep","bicycle",1,"t2","sheep",0,"s0068",56,"0/3","moke"
"horse","van",0,"t1","van",0,"s0068",56,"0/3","thite"
"goldfish","plane",0,"t2","goldfish",0,"s0068",56,"0/3","jeev"
"horse","train",0,"t2","horse",0,"s0069",126,"rime","pif"
"rabbit","plane",0,"t1","rabbit",1,"s0069",126,"rime","thite"
"goldfish","bicycle",1,"t1","goldfish",1,"s0069",126,"rime","jeev"
"sheep","van",1,"t1","sheep",1,"s0069",126,"rime","moke"
"mouse","boat",0,"t2","mouse",0,"s0069",126,"rime","wug"
"bear","motorcycle",1,"t2","bear",0,"s0069",126,"rime","dex"
"mouse","van",0,"t2","mouse",0,"s0070",56,"semantic.baseline","thite"
"rabbit","bicycle",0,"t1","rabbit",1,"s0070",56,"semantic.baseline","jiv"
"horse","motorcycle",1,"t1","horse",1,"s0070",56,"semantic.baseline","pif"
"bear","plane",1,"t2","bear",0,"s0070",56,"semantic.baseline","wug"
"goldfish","boat",0,"t2","goldfish",0,"s0070",56,"semantic.baseline","moke"
"sheep","train",1,"t1","sheep",1,"s0070",56,"semantic.baseline","dex"
"bear","plane",1,"t2","plane",1,"s0071",392,"3/3","pif"
"mouse","bicycle",1,"t1","mouse",1,"s0071",392,"3/3","thite"
"horse","train",0,"t1","horse",1,"s0071",392,"3/3","wug"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s0071",392,"3/3","dex"
"goldfish","boat",0,"t2","boat",1,"s0071",392,"3/3","jiv"
"sheep","van",0,"t1","sheep",1,"s0071",392,"3/3","moke"
"bear","boat",0,"t2","boat",1,"s0072",392,"rime","pif"
"rabbit","plane",0,"t1","plane",0,"s0072",392,"rime","moke"
"goldfish","train",1,"t2","train",1,"s0072",392,"rime","dex"
"horse","bicycle",1,"t1","horse",1,"s0072",392,"rime","jeev"
"mouse","motorcycle",0,"t2","mouse",0,"s0072",392,"rime","wug"
"sheep","van",1,"t1","sheep",1,"s0072",392,"rime","thite"
"bear","motorcycle",0,"t2","motorcycle",1,"s0073",56,"onset","thite"
"horse","boat",0,"t1","horse",1,"s0073",56,"onset","wug"
"rabbit","plane",1,"t1","rabbit",1,"s0073",56,"onset","jiv"
"sheep","train",1,"t2","train",1,"s0073",56,"onset","moke"
"goldfish","van",1,"t1","goldfish",1,"s0073",56,"onset","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s0073",56,"onset","pif"
"bear","van",1,"t1","van",0,"s0074",392,"3/3","pif"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s0074",392,"3/3","dex"
"horse","train",1,"t2","horse",0,"s0074",392,"3/3","wug"
"sheep","plane",0,"t1","sheep",1,"s0074",392,"3/3","thite"
"mouse","bicycle",1,"t2","mouse",0,"s0074",392,"3/3","jiv"
"goldfish","boat",0,"t1","goldfish",1,"s0074",392,"3/3","moke"
"bear","bicycle",0,"t1","bicycle",0,"s0075",196,"2/3","jiv"
"mouse","boat",1,"t2","mouse",0,"s0075",196,"2/3","thite"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s0075",196,"2/3","wug"
"sheep","plane",0,"t2","sheep",0,"s0075",196,"2/3","pif"
"horse","train",1,"t2","horse",0,"s0075",196,"2/3","moke"
"rabbit","van",0,"t1","van",0,"s0075",196,"2/3","dex"
"horse","boat",0,"t1","horse",1,"s0076",392,"1/3","pif"
"bear","bicycle",0,"t2","bicycle",1,"s0076",392,"1/3","dex"
"goldfish","plane",1,"t1","goldfish",1,"s0076",392,"1/3","jiv"
"mouse","motorcycle",1,"t2","motorcycle",1,"s0076",392,"1/3","thite"
"rabbit","van",0,"t2","van",1,"s0076",392,"1/3","moke"
"sheep","train",1,"t1","sheep",1,"s0076",392,"1/3","wug"
"horse","bicycle",1,"t1","horse",1,"s0077",392,"3/3","dex"
"mouse","train",1,"t2","mouse",0,"s0077",392,"3/3","pif"
"goldfish","van",0,"t1","goldfish",1,"s0077",392,"3/3","moke"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0077",392,"3/3","wug"
"rabbit","boat",0,"t1","rabbit",1,"s0077",392,"3/3","thite"
"bear","plane",1,"t2","plane",1,"s0077",392,"3/3","jiv"
"sheep","train",1,"t2","sheep",0,"s0078",56,"3/3","jeev"
"mouse","van",1,"t2","van",1,"s0078",56,"3/3","pif"
"bear","boat",0,"t1","bear",1,"s0078",56,"3/3","dex"
"rabbit","motorcycle",0,"t1","rabbit",1,"s0078",56,"3/3","thite"
"horse","plane",0,"t1","plane",0,"s0078",56,"3/3","moke"
"goldfish","bicycle",1,"t2","goldfish",0,"s0078",56,"3/3","wug"
"bear","bicycle",0,"t2","bicycle",1,"s0079",196,"3/3","moke"
"horse","train",0,"t1","train",0,"s0079",196,"3/3","dex"
"rabbit","boat",1,"t2","rabbit",0,"s0079",196,"3/3","pif"
"mouse","van",1,"t2","van",1,"s0079",196,"3/3","wug"
"sheep","plane",1,"t1","plane",0,"s0079",196,"3/3","thite"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0079",196,"3/3","jiv"
"rabbit","bicycle",0,"t1","bicycle",0,"s0080",56,"1/3","dex"
"mouse","van",1,"t2","mouse",0,"s0080",56,"1/3","jiv"
"goldfish","plane",0,"t1","plane",0,"s0080",56,"1/3","pif"
"horse","boat",0,"t2","boat",1,"s0080",56,"1/3","thite"
"bear","motorcycle",1,"t1","bear",1,"s0080",56,"1/3","wug"
"sheep","train",1,"t2","train",1,"s0080",56,"1/3","moke"
"rabbit","bicycle",1,"t1","rabbit",1,"s0081",196,"3/3","jeev"
"mouse","boat",1,"t1","mouse",1,"s0081",196,"3/3","pif"
"sheep","van",0,"t1","sheep",1,"s0081",196,"3/3","moke"
"bear","train",1,"t2","train",1,"s0081",196,"3/3","thite"
"horse","plane",0,"t2","plane",1,"s0081",196,"3/3","dex"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0081",196,"3/3","wug"
"horse","boat",0,"t2","horse",0,"s0082",56,"semantic.baseline","moke"
"goldfish","bicycle",1,"t1","goldfish",1,"s0082",56,"semantic.baseline","dex"
"sheep","plane",1,"t1","sheep",1,"s0082",56,"semantic.baseline","wug"
"mouse","motorcycle",1,"t2","mouse",0,"s0082",56,"semantic.baseline","thite"
"bear","van",0,"t1","bear",1,"s0082",56,"semantic.baseline","jiv"
"rabbit","train",0,"t2","rabbit",0,"s0082",56,"semantic.baseline","pif"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0083",56,"rime","thite"
"horse","train",1,"t1","train",0,"s0083",56,"rime","jeev"
"goldfish","boat",1,"t1","goldfish",1,"s0083",56,"rime","dex"
"bear","van",0,"t2","van",1,"s0083",56,"rime","wug"
"rabbit","bicycle",1,"t2","rabbit",0,"s0083",56,"rime","moke"
"mouse","plane",0,"t2","plane",1,"s0083",56,"rime","pif"
"bear","motorcycle",1,"t2","motorcycle",1,"s0084",196,"3/3","moke"
"horse","bicycle",1,"t1","horse",1,"s0084",196,"3/3","dex"
"mouse","van",0,"t1","mouse",1,"s0084",196,"3/3","wug"
"sheep","plane",0,"t2","plane",1,"s0084",196,"3/3","jeev"
"rabbit","train",1,"t1","rabbit",1,"s0084",196,"3/3","pif"
"goldfish","boat",0,"t2","boat",1,"s0084",196,"3/3","thite"
"horse","train",0,"t2","train",1,"s0085",126,"1/3","thite"
"bear","boat",1,"t1","bear",1,"s0085",126,"1/3","pif"
"mouse","motorcycle",0,"t2","motorcycle",1,"s0085",126,"1/3","moke"
"sheep","bicycle",1,"t2","bicycle",1,"s0085",126,"1/3","dex"
"rabbit","van",0,"t1","van",0,"s0085",126,"1/3","wug"
"goldfish","plane",1,"t1","goldfish",1,"s0085",126,"1/3","jiv"
"mouse","bicycle",0,"t2","bicycle",1,"s0086",56,"0/3","dex"
"bear","motorcycle",1,"t1","bear",1,"s0086",56,"0/3","thite"
"horse","van",1,"t1","horse",1,"s0086",56,"0/3","jiv"
"sheep","train",1,"t2","sheep",0,"s0086",56,"0/3","pif"
"goldfish","boat",0,"t2","boat",1,"s0086",56,"0/3","moke"
"rabbit","plane",0,"t1","plane",0,"s0086",56,"0/3","wug"
"goldfish","bicycle",0,"t1","bicycle",0,"s0087",56,"rime","thite"
"rabbit","boat",0,"t1","rabbit",1,"s0087",56,"rime","moke"
"bear","plane",1,"t2","bear",0,"s0087",56,"rime","pif"
"sheep","van",0,"t1","van",0,"s0087",56,"rime","jeev"
"horse","motorcycle",1,"t2","motorcycle",1,"s0087",56,"rime","dex"
"mouse","train",1,"t2","mouse",0,"s0087",56,"rime","wug"
"horse","plane",0,"t1","horse",1,"s0088",196,"3/3","dex"
"bear","van",1,"t1","van",0,"s0088",196,"3/3","moke"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0088",196,"3/3","pif"
"rabbit","bicycle",1,"t1","rabbit",1,"s0088",196,"3/3","wug"
"sheep","train",0,"t2","train",1,"s0088",196,"3/3","thite"
"mouse","boat",1,"t2","boat",1,"s0088",196,"3/3","jiv"
"mouse","van",1,"t2","van",1,"s0089",392,"3/3","thite"
"rabbit","plane",0,"t1","rabbit",1,"s0089",392,"3/3","jiv"
"bear","boat",0,"t2","boat",1,"s0089",392,"3/3","moke"
"goldfish","train",1,"t2","train",1,"s0089",392,"3/3","pif"
"horse","bicycle",0,"t1","horse",1,"s0089",392,"3/3","dex"
"sheep","motorcycle",1,"t1","sheep",1,"s0089",392,"3/3","wug"
"rabbit","plane",0,"t2","plane",1,"s0090",56,"3/3","pif"
"mouse","bicycle",1,"t1","mouse",1,"s0090",56,"3/3","moke"
"horse","motorcycle",0,"t2","motorcycle",1,"s0090",56,"3/3","thite"
"bear","boat",0,"t1","bear",1,"s0090",56,"3/3","jeev"
"sheep","van",1,"t2","van",1,"s0090",56,"3/3","dex"
"goldfish","train",1,"t1","goldfish",1,"s0090",56,"3/3","wug"
"bear","plane",0,"t2","plane",1,"s0091",126,"3/3","jiv"
"sheep","motorcycle",1,"t2","motorcycle",1,"s0091",126,"3/3","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s0091",126,"3/3","pif"
"goldfish","train",1,"t1","goldfish",1,"s0091",126,"3/3","thite"
"rabbit","boat",1,"t1","rabbit",1,"s0091",126,"3/3","moke"
"horse","van",0,"t1","horse",1,"s0091",126,"3/3","wug"
"rabbit","boat",1,"t2","rabbit",0,"s0092",392,"rime","dex"
"bear","motorcycle",1,"t2","bear",0,"s0092",392,"rime","wug"
"mouse","bicycle",0,"t1","mouse",1,"s0092",392,"rime","pif"
"goldfish","van",0,"t2","goldfish",0,"s0092",392,"rime","thite"
"horse","plane",1,"t1","horse",1,"s0092",392,"rime","moke"
"sheep","train",0,"t1","sheep",1,"s0092",392,"rime","jeev"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0093",392,"1/3","moke"
"goldfish","van",1,"t2","goldfish",0,"s0093",392,"1/3","thite"
"bear","bicycle",1,"t1","bicycle",0,"s0093",392,"1/3","wug"
"horse","boat",0,"t1","horse",1,"s0093",392,"1/3","pif"
"rabbit","train",1,"t1","rabbit",1,"s0093",392,"1/3","dex"
"mouse","plane",0,"t2","plane",1,"s0093",392,"1/3","jiv"
"sheep","train",0,"t2","train",1,"s0094",56,"syllables","thite"
"bear","boat",1,"t2","boat",1,"s0094",56,"syllables","dex"
"rabbit","bicycle",0,"t1","bicycle",0,"s0094",56,"syllables","jeev"
"goldfish","plane",0,"t1","plane",0,"s0094",56,"syllables","moke"
"horse","van",1,"t1","van",0,"s0094",56,"syllables","wug"
"mouse","motorcycle",1,"t2","motorcycle",1,"s0094",56,"syllables","pif"
"mouse","train",0,"t1","train",0,"s0095",56,"semantic.baseline","pif"
"goldfish","bicycle",0,"t2","bicycle",1,"s0095",56,"semantic.baseline","thite"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s0095",56,"semantic.baseline","moke"
"horse","van",1,"t1","van",0,"s0095",56,"semantic.baseline","jiv"
"sheep","boat",1,"t2","boat",1,"s0095",56,"semantic.baseline","wug"
"bear","plane",0,"t1","plane",0,"s0095",56,"semantic.baseline","dex"
"horse","bicycle",0,"t2","horse",0,"s0096",196,"3/3","jiv"
"bear","motorcycle",0,"t1","motorcycle",0,"s0096",196,"3/3","pif"
"goldfish","plane",0,"t1","plane",0,"s0096",196,"3/3","dex"
"rabbit","boat",1,"t2","rabbit",0,"s0096",196,"3/3","thite"
"sheep","train",1,"t1","sheep",1,"s0096",196,"3/3","moke"
"mouse","van",1,"t2","van",1,"s0096",196,"3/3","wug"
"bear","van",1,"t1","bear",1,"s0097",56,"nonce.connective","jeev"
"horse","boat",1,"t2","boat",1,"s0097",56,"nonce.connective","pif"
"sheep","bicycle",0,"t2","bicycle",1,"s0097",56,"nonce.connective","thite"
"goldfish","plane",0,"t1","plane",0,"s0097",56,"nonce.connective","moke"
"rabbit","train",0,"t1","train",0,"s0097",56,"nonce.connective","dex"
"mouse","motorcycle",1,"t2","mouse",0,"s0097",56,"nonce.connective","wug"
"mouse","van",0,"t2","van",1,"s0098",56,"2/3","moke"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0098",56,"2/3","pif"
"sheep","boat",1,"t2","sheep",0,"s0098",56,"2/3","wug"
"horse","plane",0,"t1","horse",1,"s0098",56,"2/3","dex"
"rabbit","train",1,"t1","rabbit",1,"s0098",56,"2/3","jiv"
"bear","bicycle",1,"t1","bear",1,"s0098",56,"2/3","thite"
"horse","motorcycle",1,"t1","horse",1,"s0099",126,"1/3","wug"
"mouse","bicycle",0,"t2","mouse",0,"s0099",126,"1/3","pif"
"goldfish","boat",1,"t1","goldfish",1,"s0099",126,"1/3","thite"
"bear","van",0,"t2","van",1,"s0099",126,"1/3","jiv"
"rabbit","plane",0,"t2","plane",1,"s0099",126,"1/3","dex"
"sheep","train",1,"t1","train",0,"s0099",126,"1/3","moke"
"goldfish","plane",0,"t1","plane",0,"s0100",196,"3/3","jiv"
"rabbit","van",1,"t2","van",1,"s0100",196,"3/3","dex"
"mouse","bicycle",0,"t2","bicycle",1,"s0100",196,"3/3","moke"
"sheep","boat",1,"t2","sheep",0,"s0100",196,"3/3","wug"
"bear","motorcycle",1,"t1","bear",1,"s0100",196,"3/3","pif"
"horse","train",0,"t1","horse",1,"s0100",196,"3/3","thite"
"goldfish","boat",0,"t1","goldfish",1,"s0101",56,"1/3","pif"
"rabbit","van",1,"t2","rabbit",0,"s0101",56,"1/3","dex"
"sheep","plane",0,"t1","sheep",1,"s0101",56,"1/3","moke"
"mouse","train",1,"t2","train",1,"s0101",56,"1/3","wug"
"horse","motorcycle",1,"t1","motorcycle",0,"s0101",56,"1/3","thite"
"bear","bicycle",0,"t2","bicycle",1,"s0101",56,"1/3","jiv"
"goldfish","train",1,"t1","train",0,"s0102",126,"rime","thite"
"sheep","van",0,"t1","van",0,"s0102",126,"rime","moke"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0102",126,"rime","jeev"
"mouse","boat",1,"t2","mouse",0,"s0102",126,"rime","dex"
"horse","plane",0,"t2","plane",1,"s0102",126,"rime","pif"
"bear","bicycle",0,"t1","bear",1,"s0102",126,"rime","wug"
"horse","plane",1,"t1","plane",0,"s0103",56,"syllables","thite"
"bear","motorcycle",1,"t1","motorcycle",0,"s0103",56,"syllables","jeev"
"rabbit","van",0,"t1","van",0,"s0103",56,"syllables","wug"
"goldfish","boat",1,"t2","boat",1,"s0103",56,"syllables","moke"
"mouse","train",0,"t2","train",1,"s0103",56,"syllables","dex"
"sheep","bicycle",0,"t2","bicycle",1,"s0103",56,"syllables","pif"
"sheep","train",1,"t1","train",0,"s0104",56,"syllables","pif"
"bear","bicycle",1,"t1","bicycle",0,"s0104",56,"syllables","thite"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0104",56,"syllables","jeev"
"horse","plane",0,"t2","plane",1,"s0104",56,"syllables","dex"
"rabbit","boat",1,"t2","boat",1,"s0104",56,"syllables","wug"
"mouse","van",0,"t2","van",1,"s0104",56,"syllables","moke"
"horse","boat",1,"t1","horse",1,"s0105",392,"syllables","pif"
"mouse","plane",1,"t1","mouse",1,"s0105",392,"syllables","moke"
"goldfish","bicycle",0,"t2","bicycle",1,"s0105",392,"syllables","dex"
"sheep","train",0,"t2","train",1,"s0105",392,"syllables","jeev"
"bear","van",1,"t1","bear",1,"s0105",392,"syllables","thite"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0105",392,"syllables","wug"
"goldfish","van",1,"t2","van",1,"s0106",56,"0/3","moke"
"rabbit","train",0,"t1","train",0,"s0106",56,"0/3","jeev"
"mouse","boat",1,"t2","mouse",0,"s0106",56,"0/3","wug"
"horse","plane",1,"t1","horse",1,"s0106",56,"0/3","pif"
"sheep","motorcycle",0,"t2","sheep",0,"s0106",56,"0/3","dex"
"bear","bicycle",0,"t1","bicycle",0,"s0106",56,"0/3","thite"
"horse","train",0,"t2","train",1,"s0107",196,"0/3","pif"
"goldfish","bicycle",1,"t2","goldfish",0,"s0107",196,"0/3","wug"
"mouse","motorcycle",0,"t1","motorcycle",0,"s0107",196,"0/3","moke"
"rabbit","boat",1,"t2","rabbit",0,"s0107",196,"0/3","dex"
"bear","plane",1,"t1","bear",1,"s0107",196,"0/3","jiv"
"sheep","van",0,"t1","van",0,"s0107",196,"0/3","thite"
"horse","motorcycle",0,"t1","motorcycle",0,"s0108",126,"rime","dex"
"rabbit","boat",1,"t2","boat",1,"s0108",126,"rime","thite"
"bear","van",0,"t1","bear",1,"s0108",126,"rime","moke"
"mouse","train",1,"t2","train",1,"s0108",126,"rime","wug"
"sheep","plane",1,"t1","sheep",1,"s0108",126,"rime","pif"
"goldfish","bicycle",0,"t2","goldfish",0,"s0108",126,"rime","jeev"
"bear","boat",0,"t1","boat",0,"s0109",126,"3/3","thite"
"goldfish","motorcycle",0,"t2","goldfish",0,"s0109",126,"3/3","wug"
"mouse","bicycle",1,"t2","mouse",0,"s0109",126,"3/3","dex"
"horse","van",1,"t1","horse",1,"s0109",126,"3/3","jiv"
"sheep","train",0,"t1","train",0,"s0109",126,"3/3","moke"
"rabbit","plane",1,"t2","plane",1,"s0109",126,"3/3","pif"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0110",196,"1/3","wug"
"bear","boat",1,"t2","boat",1,"s0110",196,"1/3","jiv"
"horse","train",0,"t2","train",1,"s0110",196,"1/3","moke"
"mouse","bicycle",0,"t1","bicycle",0,"s0110",196,"1/3","thite"
"goldfish","van",1,"t1","goldfish",1,"s0110",196,"1/3","pif"
"sheep","plane",0,"t1","plane",0,"s0110",196,"1/3","dex"
"goldfish","van",1,"t1","van",0,"s0111",196,"0/3","moke"
"sheep","plane",0,"t1","plane",0,"s0111",196,"0/3","wug"
"horse","boat",0,"t2","boat",1,"s0111",196,"0/3","thite"
"bear","bicycle",1,"t1","bicycle",0,"s0111",196,"0/3","jiv"
"mouse","motorcycle",1,"t2","mouse",0,"s0111",196,"0/3","pif"
"rabbit","train",0,"t2","train",1,"s0111",196,"0/3","dex"
"mouse","van",1,"t1","mouse",1,"s0112",196,"0/3","moke"
"rabbit","motorcycle",0,"t1","rabbit",1,"s0112",196,"0/3","thite"
"horse","boat",0,"t2","horse",0,"s0112",196,"0/3","pif"
"bear","plane",0,"t1","bear",1,"s0112",196,"0/3","jiv"
"sheep","bicycle",1,"t2","sheep",0,"s0112",196,"0/3","dex"
"goldfish","train",1,"t2","goldfish",0,"s0112",196,"0/3","wug"
"mouse","motorcycle",1,"t2","motorcycle",1,"s0113",126,"3/3","pif"
"sheep","train",1,"t1","sheep",1,"s0113",126,"3/3","jiv"
"goldfish","bicycle",0,"t2","bicycle",1,"s0113",126,"3/3","dex"
"horse","plane",1,"t1","horse",1,"s0113",126,"3/3","moke"
"rabbit","van",0,"t2","rabbit",0,"s0113",126,"3/3","thite"
"bear","boat",0,"t1","boat",0,"s0113",126,"3/3","wug"
"goldfish","train",1,"t2","goldfish",0,"s0114",196,"onset","moke"
"horse","plane",0,"t1","plane",0,"s0114",196,"onset","wug"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0114",196,"onset","pif"
"mouse","van",0,"t1","mouse",1,"s0114",196,"onset","dex"
"sheep","boat",1,"t1","boat",0,"s0114",196,"onset","thite"
"bear","bicycle",1,"t2","bicycle",1,"s0114",196,"onset","jiv"
"horse","train",1,"t1","train",0,"s0115",196,"0/3","jeev"
"sheep","bicycle",0,"t1","sheep",1,"s0115",196,"0/3","moke"
"goldfish","boat",1,"t1","boat",0,"s0115",196,"0/3","dex"
"mouse","plane",0,"t2","mouse",0,"s0115",196,"0/3","wug"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0115",196,"0/3","pif"
"bear","van",0,"t2","bear",0,"s0115",196,"0/3","thite"
"sheep","boat",1,"t1","sheep",1,"s0116",196,"1/3","thite"
"horse","bicycle",0,"t2","bicycle",1,"s0116",196,"1/3","wug"
"mouse","van",1,"t1","mouse",1,"s0116",196,"1/3","jiv"
"bear","train",0,"t1","train",0,"s0116",196,"1/3","moke"
"goldfish","plane",1,"t2","plane",1,"s0116",196,"1/3","dex"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0116",196,"1/3","pif"
"sheep","boat",0,"t1","sheep",1,"s0117",196,"0/3","moke"
"horse","train",1,"t1","horse",1,"s0117",196,"0/3","wug"
"bear","motorcycle",0,"t2","motorcycle",1,"s0117",196,"0/3","pif"
"goldfish","van",1,"t1","goldfish",1,"s0117",196,"0/3","thite"
"mouse","bicycle",1,"t2","bicycle",1,"s0117",196,"0/3","jiv"
"rabbit","plane",0,"t2","plane",1,"s0117",196,"0/3","dex"
"goldfish","boat",0,"t2","goldfish",0,"s0118",196,"rime","moke"
"mouse","van",0,"t1","mouse",1,"s0118",196,"rime","wug"
"bear","bicycle",1,"t2","bear",0,"s0118",196,"rime","dex"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0118",196,"rime","jeev"
"horse","plane",1,"t1","horse",1,"s0118",196,"rime","pif"
"sheep","train",0,"t1","sheep",1,"s0118",196,"rime","thite"
"bear","van",0,"t1","van",0,"s0119",126,"onset","jiv"
"goldfish","bicycle",0,"t2","bicycle",1,"s0119",126,"onset","moke"
"horse","train",0,"t1","train",0,"s0119",126,"onset","thite"
"rabbit","plane",1,"t2","rabbit",0,"s0119",126,"onset","dex"
"mouse","boat",1,"t2","boat",1,"s0119",126,"onset","pif"
"sheep","motorcycle",1,"t1","motorcycle",0,"s0119",126,"onset","wug"
"goldfish","motorcycle",1,"t1","motorcycle",0,"s0120",392,"rime","dex"
"sheep","van",1,"t1","sheep",1,"s0120",392,"rime","wug"
"bear","bicycle",1,"t2","bicycle",1,"s0120",392,"rime","pif"
"horse","plane",0,"t1","plane",0,"s0120",392,"rime","thite"
"rabbit","train",0,"t2","train",1,"s0120",392,"rime","moke"
